gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
ATN1	0.24403941568568427	-0.03539921648989244	0.087	0.114	1
USF1	0.9728342561787386	-0.035437120594705385	0.187	0.187	1
WWC2	0.030085447747904833	-0.03548289075985313	0	0.016	1
NKRF	0.8085005534455646	-0.03551914789902674	0.11	0.101	1
TMEM71	0.08916861254562623	-0.03553848218412051	0.01	0.029	1
TRAF2	0.8861106230102401	-0.035550795298637666	0.08	0.075	1
PIGA	0.16933871406215328	-0.03560093788062148	0.03	0.052	1
USP45	0.4256979834831635	-0.03565583830753383	0.097	0.078	1
RAB6A	0.6945005464781717	-0.03566172285671332	0.36	0.335	1
TTC19	0.4399876203075906	-0.035677207217466256	0.467	0.413	1
TCERG1	0.7776797059739844	-0.035693658685622576	0.447	0.413	1
ATP5F1B	0.8653495809596823	-0.03571815869072337	0.85	0.852	1
DENND1A	0.5256364907472002	-0.03574473361476532	0.053	0.065	1
NSMCE3	0.674776607728732	-0.03574711145129117	0.3	0.281	1
ZBTB25	0.8745752473359375	-0.03576544883301036	0.133	0.138	1
MIEF1	0.7866284761876393	-0.035774680569307604	0.197	0.2	1
SYNJ1	0.9765935024813326	-0.03579946476699755	0.073	0.073	1
SCML4	0.0578724237420683	-0.03581859274932755	0.007	0.026	1
SCARF1	0.07225964224826797	-0.035821768596932674	0.003	0.018	1
SOCS7	0.5330794959937402	-0.03582583216370028	0.07	0.083	1
NEUROD1	0.04789315129770382	-0.03587052929725642	0	0.013	1
OXCT1	0.6640787805576622	-0.035909266017469466	0.16	0.174	1
SUZ12	0.6158551493019464	-0.035944859433204135	0.657	0.592	1
GPBP1L1	0.491130602064457	-0.03595427264169193	0.457	0.413	1
HJURP	0.38658943380431665	-0.03595458646118607	0.04	0.055	1
PIGQ	0.8158388385991041	-0.0360564773888479	0.063	0.068	1
AHCYL1	0.8722850503211155	-0.03607220130019384	0.357	0.364	1
SUN1	0.7953937840807613	-0.03607858814262635	0.077	0.07	1
ASB13	0.17885162726437764	-0.03609237209824561	0.003	0.013	1
USP9Y	0.08905529431341197	-0.0360971032074926	0.61	0.504	1
DHCR24	0.32148092610214896	-0.03618797197300477	0.043	0.029	1
TJP2	0.08768479054111356	-0.036223976357601426	0.01	0.029	1
MED29	0.8491297421418813	-0.036262753079768895	0.277	0.275	1
SHH	0.21232210415179126	-0.03632542228540042	0	0.005	1
ZC3H11B	0.18301882394152874	-0.03643788138642755	0.01	0.023	1
ZNF621	0.5303207198179873	-0.03645748101097518	0.153	0.132	1
MEIG1	0.5982846550002633	-0.03649435499557432	0.007	0.01	1
EMC2	0.7292385499428935	-0.03668619819762087	0.227	0.239	1
ORC6	0.7179692348860729	-0.03671884305524331	0.12	0.127	1
RGS13	0.37306951066822736	-0.03688914774608056	0.01	0.018	1
MBLAC1	0.810278790821035	-0.036904553577880986	0.033	0.036	1
ADAM33	0.030085447747904833	-0.036936088805117076	0	0.016	1
AIFM3	0.030085447747904833	-0.03695890915341667	0	0.016	1
FAM111B	0.691524984068139	-0.03699499451520377	0.107	0.096	1
SPATA24	0.4547415515414896	-0.0369994622518711	0.013	0.021	1
CDAN1	0.5490652569844239	-0.03700981017768806	0.04	0.049	1
NARS2	0.8263506815130472	-0.03709664956079875	0.103	0.096	1
EYS	0.3366614252118161	-0.03710205197271356	0.013	0.023	1
TEAD3	0.07708261418182039	-0.03710669544967651	0	0.01	1
ERI1	0.5491332567791549	-0.037171511778219896	0.127	0.109	1
EXT2	0.8794441505385003	-0.03720100991680203	0.113	0.109	1
STAM2	0.6649108613860055	-0.03723795868045143	0.253	0.236	1
CFAP58	0.12614645841045558	-0.03726942310032357	0	0.008	1
ZNF229	0.01904491295593116	-0.037301649028534	0	0.018	1
LRCH1	0.36754297973817	-0.037311816472478054	0.093	0.114	1
ZNF561	0.833003290424067	-0.03736453160611947	0.12	0.112	1
ZSCAN18	0.7272236660828109	-0.037371602666715964	0.083	0.091	1
SLC4A8	0.4609653546550618	-0.03738400314703219	0.013	0.021	1
EZH1	0.8744656735726373	-0.037477903546751734	0.223	0.213	1
NQO1	0.01904491295593116	-0.03754635499400636	0	0.018	1
SEC23IP	0.4198869943756078	-0.037559816760338594	0.257	0.221	1
ABCB8	0.42489528264875154	-0.037589284652114474	0.137	0.161	1
DHX37	0.8225622780938424	-0.03765630049758201	0.14	0.13	1
DEPDC1	0.532295174738761	-0.03766861527643274	0.047	0.036	1
TBX19	0.1367423905155678	-0.03774451475573323	0.047	0.075	1
BICDL2	0.04789315129770382	-0.03775213722498642	0	0.013	1
BRSK1	0.3720651508494726	-0.03780239047643549	0.01	0.018	1
SLC39A8	0.6683439008767846	-0.037808523592745835	0.083	0.073	1
MAFK	0.28406727663403636	-0.037815371377588225	0.197	0.158	1
LY6G5C	0.24132592261464597	-0.03783232834378121	0.033	0.052	1
LDAH	0.5645934857370638	-0.03793397663637077	0.127	0.109	1
AKR1C3	0.7403212237914865	-0.03797922782284591	0.19	0.197	1
ALKBH3	0.3664145892106438	-0.03801568135519984	0.15	0.119	1
LAMP2	0.8079094433689528	-0.03802728007324707	0.523	0.494	1
RBBP6	0.7895115712669996	-0.03804101987690345	0.723	0.636	1
STAC	0.12614645841045558	-0.03804192163645106	0	0.008	1
RRM1	0.8572701624363596	-0.03806817120747963	0.177	0.166	1
PES1	0.6866860966688852	-0.03808963481229782	0.14	0.151	1
SEC31B	0.6988172578939285	-0.0381876362886949	0.083	0.091	1
TTLL11	0.1772978209708585	-0.038204020390644945	0.003	0.013	1
KRTCAP3	0.414185311062013	-0.03821629066672065	0.007	0.013	1
FAM172A	0.9269639005243334	-0.03822979024799422	0.303	0.306	1
SPSB2	0.779075627016578	-0.038233352662104425	0.1	0.091	1
MTX3	0.2151593031292621	-0.038252595694722946	0.073	0.101	1
ANKRD33B	0.04269273266066277	-0.038283564341660005	0.01	0.034	1
KDELR1	0.8542018187469971	-0.038296014262449996	0.62	0.595	1
CXCL12	0.21232210415179126	-0.03831597851692218	0	0.005	1
ZNF470	0.8254669785327645	-0.0383964882037052	0.033	0.036	1
PPM1D	0.6367646475499921	-0.03845566391602237	0.073	0.083	1
ZNF48	0.5881833238245511	-0.03846210275280859	0.06	0.07	1
PCM1	0.8716598003574481	-0.03851204337908687	0.83	0.821	1
ADAM22	0.5049043251028127	-0.03852061197614613	0.053	0.042	1
MAN2C1	0.7859154509033353	-0.038582525180096805	0.157	0.145	1
NAT14	0.40343146211202197	-0.038595384898421375	0.08	0.099	1
ALDH3B1	0.8510140505232315	-0.038645376217585736	0.067	0.07	1
PTPRCAP	0.07708261418182039	-0.03864557213182926	0	0.01	1
CDKN2AIPNL	0.9872693270335395	-0.038711518255053756	0.167	0.164	1
TNFRSF14	0.4928812437383496	-0.0387320298508218	0.337	0.299	1
PYROXD1	0.85687046446627535	-0.038744970209252216	0.217	0.208	1
TRH	0.07708261418182039	-0.03875259496807631	0	0.01	1
CCDC65	0.28151535686800483	-0.03877971145137217	0.003	0.01	1
KCNK6	0.8943178272318663	-0.03880084608771539	0.167	0.158	1
PSMC3	0.6205019950721973	-0.03882211773805655	0.53	0.478	1
RABGAP1	0.8004272264898066	-0.03882428474322963	0.233	0.242	1
FPR1	0.17885162726437764	-0.03884877347068561	0.003	0.013	1
TK1	0.4833988759806206	-0.038850604164212155	0.077	0.091	1
GEMIN5	0.8753586602173078	-0.0388551925708541	0.097	0.091	1
TRIM69	0.7290572722944293	-0.038874722639024695	0.137	0.125	1
KPNA1	0.7921196194586396	-0.038903572450862345	0.183	0.19	1
CYP3A5	0.8830820073985691	-0.03895454646480938	0.027	0.029	1
SOX6	0.12614645841045558	-0.038961234822379814	0	0.008	1
BEGAIN	0.1772978209708585	-0.038962909761963246	0.003	0.013	1
ACOT9	0.9986647818350014	-0.03896542409589843	0.13	0.127	1
DIS3L2	0.9555412726045885	-0.0390193510268792	0.133	0.132	1
CCL4	0.6062631221591318	-0.039019397209479445	0.02	0.026	1
PELI2	0.42388826367537585	-0.03904733699193713	0.083	0.101	1
APC2	0.04789315129770382	-0.0391228630127817	0	0.013	1
NBPF9	0.03714463180324854	-0.03914339974260056	0.04	0.081	1
CLDN23	0.40929389724131143	-0.03917182523024741	0.043	0.057	1
SRF	0.6459927449398883	-0.03922063367631318	0.143	0.127	1
ANO5	0.2782127750873249	-0.03926971709259066	0.007	0.016	1
TIMP2	0.5100049056004836	-0.03934442539987848	0.327	0.296	1
RRNAD1	0.5650335855801312	-0.03937090213416612	0.05	0.06	1
ZSWIM4	0.3579728676709956	-0.0394222441188459	0.02	0.031	1
IGHG1	0.12753302823590543	-0.03944130320057966	0.007	0.021	1
C1QL3	0.030085447747904833	-0.0394749245405094	0	0.016	1
FASTK	0.8867349542768367	-0.03948478751796708	0.21	0.208	1
FEN1	0.47350355004644284	-0.03951345796611738	0.197	0.169	1
LRRN3	0.2838806683836001	-0.03954619475498585	0.003	0.01	1
PLA2G15	0.42744417808925406	-0.039705852734745084	0.09	0.109	1
DNLZ	0.07292557859174381	-0.03977373253986228	0.003	0.018	1
AGAP6	0.5075712440032141	-0.03978065787329438	0.037	0.047	1
DARS1	0.44414528884292603	-0.03983837967683912	0.54	0.483	1
NIT1	0.9853479178733371	-0.03984319605690578	0.167	0.164	1
PPP1R9A	0.04789315129770382	-0.03985496077525886	0	0.013	1
ZNF354C	0.12732438163039672	-0.03986301597773884	0.01	0.026	1
LRTOMT	0.27107898513124357	-0.0398891510013242	0.02	0.034	1
TSPAN1	0.2791407335048814	-0.039905573316196034	0.007	0.016	1
ZNF384	0.7362022650502109	-0.03991516441997389	0.173	0.158	1
VARS2	0.4949442782922058	-0.03993839746751268	0.08	0.065	1
SLC2A5	0.030085447747904833	-0.040002847814994996	0	0.016	1
JAGN1	0.8626168762708936	-0.04001998083967917	0.24	0.242	1
HDAC6	0.761483224537095	-0.04004963723617394	0.197	0.182	1
ZNF518B	0.9795254068260985	-0.040064267831582887	0.053	0.052	1
C12orf66	0.7015119481860783	-0.04006818685003527	0.053	0.06	1
GOLGA2	0.5906607141810754	-0.0401278817206403	0.337	0.356	1
NIBAN2	0.28033773008809154	-0.04013120115945583	0.003	0.01	1
LMLN	0.6842234515305965	-0.04014296764845056	0.017	0.021	1
MROH8	0.4163518788386788	-0.04017564666293759	0.037	0.049	1
C1RL	0.13780297671571448	-0.04019618469431438	0.037	0.062	1
TOR1B	0.6599124003577266	-0.040207780580062	0.06	0.068	1
RHEX	0.2501751137337628	-0.04024691313440382	0.023	0.039	1
MICU1	0.9506996744058253	-0.04025340607631511	0.257	0.252	1
ZNF611	0.7499588593054771	-0.040310405812934325	0.117	0.106	1
TMEM98	0.3280840306461071	-0.04033562378611566	0.043	0.029	1
MED30	0.9904631609976003	-0.040339332866110356	0.4	0.382	1
TMEM167B	0.2257426343239418	-0.04033940925585222	0.32	0.265	1
MYH3	0.1852815737123498	-0.040361995870633174	0.01	0.023	1
LONP1	0.9604784736831622	-0.040371372837494035	0.153	0.151	1
TANC1	0.11534787695827727	-0.04037756669686047	0.017	0.036	1
XRN1	0.6769764873134518	-0.0403917261147575	0.53	0.486	1
VPS26C	0.44843171070086646	-0.040412988515786674	0.257	0.221	1
RAB30	0.42740821802275936	-0.04042383368239125	0.067	0.083	1
NIPA2	0.6163681701532375	-0.04043101482436451	0.413	0.369	1
HAP1	0.030085447747904833	-0.04044917384039302	0	0.016	1
FBXL14	0.8095851639569072	-0.040451906992035935	0.043	0.047	1
DAG1	0.52155326309209	-0.0404638935123387	0.07	0.083	1
MTHFR	0.5045595007849917	-0.04048502240926449	0.16	0.138	1
GBA	0.7116221011435835	-0.040507945882096275	0.1	0.106	1
HDGFL3	0.9375520274406656	-0.040515173664235626	0.12	0.119	1
ZNF783	0.6550170291064861	-0.040526327292947056	0.077	0.086	1
WAS	0.6191664688669086	-0.0405676736766154	0.503	0.449	1
TRAPPC11	0.4954288720000856	-0.040587159854649446	0.207	0.177	1
SAPCD2	0.9792709382047138	-0.04061055408192635	0.027	0.026	1
CADM4	0.4441658073629894	-0.04061117699559014	0.133	0.109	1
RSAD1	0.8289723537675006	-0.040637106012420376	0.147	0.138	1
TMEM245	0.834058832553235	-0.040672901137193684	0.22	0.208	1
ZNF721	0.4965982069759847	-0.040716186734296445	0.27	0.286	1
COPB1	0.5764425242467687	-0.04075826441226993	0.607	0.582	1
SETD5	0.4960096040309435	-0.04082103365092826	0.483	0.447	1
ADAM17	0.839219512117288	-0.04084112962215197	0.183	0.19	1
TRAF6	0.8535487157694391	-0.04085688468916837	0.143	0.135	1
TMEM80	0.9989755793465792	-0.04089870609025509	0.143	0.14	1
TNFRSF9	0.21232210415179126	-0.040965129778460854	0	0.005	1
LILRB3	0.37828912216934063	-0.04102581495725309	0.027	0.039	1
TLNRD1	0.9180378891368313	-0.041089819828242	0.143	0.143	1
ZNF502	0.08568980424747058	-0.04111449391610643	0.007	0.023	1
EXOC8	0.7845560390930798	-0.04116451731259235	0.103	0.096	1
OSBP	0.8164987976972066	-0.0411669761277198	0.383	0.356	1
PIAS3	0.9471463118931883	-0.04119344716667628	0.117	0.117	1
VTA1	0.4978506509720883	-0.04122286233700734	0.227	0.249	1
HEMGN	0.9259473809259681	-0.0412366798097437	0.017	0.016	1
TLE5	0.9850694094614522	-0.04124383848860891	0.887	0.816	1
DYNLL2	0.5906011835911789	-0.04129071962000552	0.24	0.257	1
RNASE1	0.07708261418182039	-0.04131701753545695	0	0.01	1
ATL1	0.3636201856654986	-0.04132712092571733	0.027	0.039	1
RAB3GAP2	0.7838518692584199	-0.04132897944681646	0.343	0.325	1
PABPC1L	0.631514387986521	-0.04140231852075815	0.117	0.104	1
XKR8	0.9302420364344912	-0.04142814189928576	0.073	0.07	1
OAS3	0.056750718051542824	-0.04143164022048933	0.007	0.026	1
FBXO28	0.9339282097316323	-0.0414732670232244	0.123	0.125	1
USP53	0.8129399221655795	-0.04154385375857267	0.097	0.101	1
ARHGAP32	0.2610227322789285	-0.04163529853776041	0.06	0.083	1
APOL3	0.03809095605389172	-0.0417039054845222	0.007	0.029	1
TBX21	0.3680644984649423	-0.0417550290461019	0.01	0.018	1
OSBPL2	0.4044387412805848	-0.0418356248894764	0.19	0.158	1
NOP9	0.9055970180267507	-0.041840572638243534	0.067	0.062	1
STIMATE	0.5854925274155887	-0.04186171922895281	0.027	0.034	1
MLH1	0.9462435264738864	-0.04187547610440506	0.227	0.218	1
STK40	0.7166478106228877	-0.041920080807167526	0.127	0.135	1
UTF1	0.047365749239434506	-0.04194232748232115	0.003	0.021	1
ESCO1	0.5071741086195082	-0.04200515985885067	0.35	0.312	1
POLR2E	0.9529879985172146	-0.04205314922261405	0.457	0.426	1
ARHGEF37	0.23123222750378267	-0.04206942805174104	0.017	0.031	1
VIPR1	0.030085447747904833	-0.04210810184763523	0	0.016	1
SYNGR1	0.3622363375081973	-0.042160236046737576	0.207	0.244	1
C2orf49	0.7085915355931137	-0.042172696417383415	0.253	0.268	1
C2orf69	0.8589426893911994	-0.04217868602303415	0.133	0.125	1
SIK1	0.03056528534073259	-0.042220553983907116	0.003	0.023	1
CHPF	0.3389055104255536	-0.04223933650784245	0.19	0.153	1
KIF18A	0.9483370513626869	-0.04223984836078304	0.067	0.065	1
RNF114	0.83406221266749	-0.04225099228070783	0.37	0.348	1
SPRED2	0.5866909202635486	-0.042253313802369685	0.07	0.081	1
TMX2	0.7365298942980106	-0.042266189391039655	0.263	0.239	1
MTX1	0.47311321563671077	-0.04228144496611913	0.207	0.182	1
IFI44L	0.3179558060542686	-0.042287169914195566	0.263	0.218	1
PER2	0.9502913603386297	-0.0422882286938038	0.067	0.068	1
MXD3	0.9426426385063985	-0.042318174246143175	0.097	0.094	1
GJC2	0.0824825506335378	-0.04235144108403639	0.007	0.023	1
ZNF208	0.12864425841771882	-0.04235909039076417	0.013	0.031	1
MOCS3	0.2959423133160836	-0.0423606908276806	0.027	0.042	1
VPS9D1	0.011326857540727566	-0.042394266343512406	0.007	0.036	1
LDLRAD4	0.07711950137885329	-0.04243605415005769	0.75	0.613	1
LLGL1	0.6085877899024579	-0.04244256620953826	0.013	0.018	1
KLHDC1	0.678420956577727	-0.04246609978777771	0.077	0.068	1
NAIP	0.9580232723154132	-0.04249547686408184	0.18	0.179	1
CNNM4	0.5316462276784815	-0.042513587010530776	0.047	0.057	1
SUFU	0.3335007996806691	-0.04257544733149515	0.037	0.052	1
MEGF6	0.17943972167039587	-0.042603314786981046	0.013	0.029	1
SF3B2	0.8222718827169782	-0.04263758222785996	0.793	0.745	1
ZBTB5	0.7213098145395835	-0.0427213855859285	0.037	0.042	1
MFSD14A	0.2782454086799524	-0.04273751066265424	0.027	0.042	1
YTHDC2	0.7447639657071334	-0.042791339488923996	0.31	0.291	1
COX4I1	0.5702968647025847	-0.042802912625849565	0.98	0.953	1
ARHGEF39	0.3543124175450352	-0.04283957198847162	0.02	0.031	1
SIK2	0.9428298065989532	-0.04284234541836984	0.057	0.057	1
SELENOT	0.5661004674178302	-0.042878770295340596	0.567	0.509	1
TMED2	0.91511425672502	-0.04288182678039365	0.75	0.704	1
SIGLEC9	0.16290893132790019	-0.042943148918183946	0.017	0.034	1
DPY19L1	0.9187858232997534	-0.04294489969770876	0.083	0.086	1
KIAA1211L	0.0824825506335378	-0.04295752920696737	0.007	0.023	1
CRYGD	0.012123695904962293	-0.042992490656601524	0	0.021	1
MOGS	0.4660997568686368	-0.04302571141624384	0.26	0.223	1
EOGT	0.5654161178679491	-0.043035843916806496	0.04	0.031	1
DNAJC11	0.4611120325057448	-0.04304272168761414	0.103	0.122	1
SLC38A11	0.4103642676926017	-0.043045704490833205	0.007	0.013	1
OXNAD1	0.431499160297188	-0.04307021422480428	0.09	0.07	1
TGDS	0.9908440671742731	-0.04308234544737308	0.103	0.101	1
DNAH12	0.01904491295593116	-0.04313067482850814	0	0.018	1
C11orf58	0.8416204213072306	-0.043147264946863384	0.89	0.87	1
PROSER2	0.5300059154900989	-0.0431905360282643	0.017	0.023	1
CYTL1	0.030085447747904833	-0.04319272260122062	0	0.016	1
LAMB2	0.04789315129770382	-0.043193770878144466	0	0.013	1
RNF20	0.9243185947813356	-0.04319610182085343	0.25	0.249	1
TMTC3	0.5810128027220924	-0.04320131559009602	0.033	0.042	1
PTK2	0.47643453373568245	-0.043239665070922584	0.207	0.174	1
PPARD	0.31501755627790357	-0.04329746989091795	0.023	0.036	1
BCAT2	0.9802519250366561	-0.04330249844787487	0.16	0.158	1
GPR132	0.7321821297853959	-0.04331055605535977	0.12	0.109	1
EIF3B	0.3716385386473272	-0.04332065606759561	0.47	0.506	1
CCDC77	0.7798862127042075	-0.04334707637908336	0.097	0.088	1
RET	0.17161138676378354	-0.04336008836352602	0.013	0.029	1
USP37	0.5102559157086966	-0.04340431889168661	0.143	0.125	1
CDKL5	0.8165426302473661	-0.043406775382288376	0.063	0.068	1
DNAH1	0.6576828273452836	-0.043447261157866277	0.023	0.029	1
TENT2	0.768695600011748	-0.043461300320602136	0.32	0.319	1
RETSAT	0.7096654668607025	-0.04354311421156924	0.06	0.052	1
OCIAD1	0.8904058415698887	-0.04359894438497691	0.71	0.683	1
TRMT12	0.776168294612834	-0.04365640194551214	0.05	0.055	1
STAG2	0.49512436414347744	-0.04367183218824211	0.713	0.642	1
FUT4	0.48679732745802023	-0.04368057773391258	0.043	0.055	1
NCAPH2	0.9127132568163541	-0.04369640672187136	0.143	0.143	1
TBC1D24	0.867267334573056	-0.043717286908699304	0.067	0.062	1
ABHD17C	0.5104339625467023	-0.04371927277131883	0.037	0.047	1
ASB9	0.04789315129770382	-0.04372771990219925	0	0.013	1
VPS35L	0.6215911841975921	-0.043753251726127707	0.133	0.145	1
UMODL1	0.030085447747904833	-0.04376147336952689	0	0.016	1
KLRG1	0.2116026444975694	-0.04377218166137195	0.037	0.057	1
H2AC12	0.9288827231178903	-0.04385636770968812	0.067	0.068	1
LYSMD3	0.7949279773362211	-0.04386770671433504	0.19	0.2	1
CEMIP	0.04789315129770382	-0.04387028450271022	0	0.013	1
TIGD2	0.30344418935229717	-0.043870866371838735	0.033	0.049	1
DNAH14	0.1841476255883323	-0.043878928168332054	0.01	0.023	1
OTUB1	0.9662413828977301	-0.04390626858946356	0.41	0.384	1
HASPIN	0.1248777312217046	-0.0439364941486454	0.01	0.026	1
EMC10	0.9676183765481017	-0.043945460525401936	0.423	0.4	1
TCTE3	0.7891845480849504	-0.04400971008483878	0.073	0.078	1
GAS1	0.6793919590743926	-0.04401813617892177	0.017	0.021	1
JAG1	0.2772869186110268	-0.0440828960075829	0.007	0.016	1
SLC25A32	0.39588844745587237	-0.04408985110230533	0.037	0.049	1
ERLIN1	0.8656879236458598	-0.04409202704737933	0.08	0.083	1
CD247	0.6444131749242634	-0.04412057623476834	0.04	0.047	1
N4BP1	0.7971332544937151	-0.04414250357454075	0.28	0.286	1
GLA	0.3336178376563554	-0.04420667816310925	0.117	0.143	1
TRAV38-2DV8	0.17885162726437764	-0.04421470770209967	0.003	0.013	1
PCYT1A	0.5547297107855087	-0.04425208629945132	0.167	0.182	1
H3C1	0.37226816481943886	-0.04426945526141518	0.033	0.047	1
VPS37C	0.01957764005779012	-0.04437978846734267	0.003	0.026	1
RHOT2	0.27007710946964364	-0.044401953824516116	0.21	0.169	1
MIA3	0.9347347469178204	-0.04443640489122869	0.613	0.587	1
MAD2L1	0.44251313104183154	-0.044486486606124254	0.147	0.169	1
SLC9A1	0.2687034528964806	-0.04450069263504372	0.02	0.034	1
ZBED1	0.4316045505954882	-0.04455053513939178	0.31	0.273	1
APBA3	0.9184803479345882	-0.044613709535851837	0.073	0.07	1
MMP25	0.1242895060708751	-0.04462297211193945	0.007	0.021	1
PLAA	0.8860440500685594	-0.044649497250474623	0.117	0.119	1
SULT1B1	0.012123695904962293	-0.044745779263593834	0	0.021	1
OSBP2	0.030085447747904833	-0.04474724719962236	0	0.016	1
MAFIP	0.22344871265407934	-0.04479253804727375	0.017	0.031	1
SH3BP1	0.9062382516674898	-0.04482325273611415	0.183	0.184	1
ALS2	0.7831762126057963	-0.04485477754283479	0.053	0.057	1
METTL3	0.4957984986982454	-0.0449441825391555	0.23	0.197	1
GSAP	0.03225735361767096	-0.044977623150576324	0.02	0.052	1
YPEL2	0.7858446140618925	-0.04498886785886047	0.107	0.099	1
POLR3F	0.638000699733557	-0.04500605455449036	0.097	0.106	1
DOCK9	0.01904491295593116	-0.04504454169473997	0	0.018	1
CTSL	0.11320470466734986	-0.04507053107700625	0.003	0.016	1
TM6SF1	0.04670843413163661	-0.0450812908705355	0.003	0.021	1
CPNE2	0.06050541175825061	-0.04508836337063419	0.013	0.036	1
RNF217	0.012123695904962293	-0.04509236724915019	0	0.021	1
TTC21B	0.7105265445877715	-0.045092500541246916	0.203	0.184	1
DPY19L4	0.8207465052590669	-0.045096079664220745	0.133	0.125	1
FIGNL1	0.8099320010699438	-0.04510101961886062	0.11	0.104	1
TMEM147	0.5706247910581291	-0.04511388168326247	0.4	0.361	1
RMI2	0.14583936781715875	-0.04512557468726813	0.033	0.057	1
ARL9	0.28033773008809154	-0.045208425859139346	0.003	0.01	1
AHR	0.9401223300316709	-0.04524390270536549	0.183	0.182	1
CD28	0.26241545032403774	-0.045250430522290996	0.01	0.021	1
ERGIC3	0.7389930977059304	-0.045263078273299895	0.52	0.506	1
HYPK	0.640038065154124	-0.0452693825032439	0.047	0.055	1
COPA	0.8569015226447972	-0.04527611612574134	0.637	0.608	1
MRVI1	0.01904491295593116	-0.04530810018527789	0	0.018	1
IMMT	0.47144523346176803	-0.04534572300496498	0.393	0.343	1
OMG	0.07225964224826797	-0.045353409075131954	0.003	0.018	1
RAB11A	0.9485016990015461	-0.045421982296052654	0.5	0.481	1
ENTPD5	0.3079363979665439	-0.045436086559476424	0.06	0.081	1
ASB1	0.8065961848894851	-0.04544810821837117	0.117	0.106	1
MCMBP	0.738322483431859	-0.04546333918886092	0.25	0.257	1
TMUB1	0.5579278560277443	-0.04547862213537962	0.203	0.223	1
GUCD1	0.6876730714494976	-0.04547972098118286	0.183	0.166	1
MTMR9	0.39505864664662815	-0.04548303793535735	0.287	0.249	1
AMY2B	0.11534787695827727	-0.04552848700347602	0.017	0.036	1
ADAMTSL4	0.03056528534073259	-0.04555998454969845	0.003	0.023	1
CCSER1	0.00775015236637293	-0.04560846924297207	0	0.023	1
MAGOHB	0.7899700263018307	-0.0456655907047947	0.41	0.392	1
CRISPLD2	0.07708261418182039	-0.04568550884905981	0	0.01	1
FAAH2	0.04789315129770382	-0.04569827353368922	0	0.013	1
THBS1	0.047145785197553434	-0.045765620668615024	0.003	0.021	1
ZNF75A	0.8071658661938477	-0.04577043873394715	0.227	0.208	1
PPCDC	0.8266671432628176	-0.045804186783043654	0.17	0.156	1
RNF138	0.8683015312929412	-0.04590750197362237	0.31	0.312	1
CCDC125	0.5415857125725823	-0.04590841675391508	0.087	0.101	1
SNX3	0.976844738710827	-0.04591456797985671	0.887	0.857	1
ZNF624	0.9801177882008231	-0.04596676041000761	0.067	0.065	1
PRADC1	0.4412075411031309	-0.045987326678857854	0.193	0.161	1
TMTC2	0.03793825495454326	-0.046053363597297434	0.007	0.029	1
BACH1	0.8974053888500895	-0.04607978430704596	0.21	0.21	1
PUDP	0.9234893842420872	-0.046092917291326196	0.043	0.044	1
EIF1AY	0.8931798883043417	-0.04614787935417164	0.513	0.519	1
TCHP	0.991014980398723	-0.04614876016255298	0.21	0.205	1
TNFRSF25	0.12752560657896464	-0.04618077864393188	0.013	0.031	1
STX11	0.14466336922777123	-0.046196104796117604	0.033	0.057	1
ZBTB49	0.36427913662863365	-0.046254001472328936	0.027	0.039	1
NANOG	0.5175070610294124	-0.046257069379730245	0.01	0.016	1
CXCL2	0.04789315129770382	-0.046261183685735736	0	0.013	1
TOP3B	0.9739722561188061	-0.04627132920206947	0.077	0.075	1
VPS37B	0.34081822290368313	-0.04627284757527227	0.013	0.023	1
LSMEM1	0.03748327200607872	-0.04628002179284484	0.007	0.029	1
PVR	0.01904491295593116	-0.04630244978555195	0	0.018	1
C11orf21	0.8573204606681758	-0.04632148276924994	0.08	0.083	1
DUSP18	0.4527469336791253	-0.04638103021596751	0.063	0.078	1
KIDINS220	0.564233507563148	-0.04642111476335509	0.403	0.377	1
TANGO6	0.5268893455123798	-0.04647329800871537	0.05	0.039	1
RNF41	0.6706378521901284	-0.04648985123940874	0.193	0.174	1
ZNF75D	0.9303085379028566	-0.046692206537274156	0.067	0.068	1
MMP19	0.04789315129770382	-0.046746012204826465	0	0.013	1
PROCR	0.24030716017221915	-0.04676421942241679	0.013	0.026	1
SYP	0.16503591372339652	-0.04677958346372338	0.017	0.034	1
SRPRA	0.938582826008454	-0.04686663449751571	0.65	0.597	1
OR3A2	0.030085447747904833	-0.04690398366421548	0	0.016	1
PITRM1	0.6216570518745728	-0.04697549481828012	0.18	0.161	1
NRDE2	0.9735790178927867	-0.046983580718614526	0.297	0.281	1
CNBP	0.6620567172289531	-0.04699062715055291	0.843	0.764	1
TBCC	0.8164860292826853	-0.04705768859510295	0.413	0.39	1
SLC19A2	0.8431648051344671	-0.047098527405582936	0.023	0.026	1
PTCH2	0.12510893255307032	-0.04711284641593283	0.177	0.127	1
ACAA2	0.23011563750781658	-0.04712527326564386	0.373	0.299	1
SENP3	0.04859868662942061	-0.04715417177762306	0.033	0.068	1
FCSK	0.19123767729858887	-0.04716402733758926	0.023	0.042	1
SEZ6L	0.030085447747904833	-0.047180227495540336	0	0.016	1
MED20	0.8581291780019351	-0.04718752967274892	0.107	0.109	1
ALPK1	0.7197478404774442	-0.04720299748862794	0.13	0.119	1
MTMR7	0.1869921676175721	-0.047261520840309795	0.01	0.023	1
